/opt/Training_data/IMG/center_2021_07_29_09_14_05_317.jpg,/opt/Training_data/IMG/left_2021_07_29_09_14_05_317.jpg,/opt/Training_data/IMG/right_2021_07_29_09_14_05_317.jpg,-0.125,0,0,8.154259
/opt/Training_data/IMG/center_2021_07_29_09_14_05_405.jpg,/opt/Training_data/IMG/left_2021_07_29_09_14_05_405.jpg,/opt/Training_data/IMG/right_2021_07_29_09_14_05_405.jpg,-0.125,0,0,8.072437
/opt/Training_data/IMG/center_2021_07_29_09_14_05_489.jpg,/opt/Training_data/IMG/left_2021_07_29_09_14_05_489.jpg,/opt/Training_data/IMG/right_2021_07_29_09_14_05_489.jpg,-0.125,0,0,8.007572
/opt/Training_data/IMG/center_2021_07_29_09_14_05_567.jpg,/opt/Training_data/IMG/left_2021_07_29_09_14_05_567.jpg,/opt/Training_data/IMG/right_2021_07_29_09_14_05_567.jpg,-0.125,0,0,7.943229
/opt/Training_data/IMG/center_2021_07_29_09_14_05_655.jpg,/opt/Training_data/IMG/left_2021_07_29_09_14_05_655.jpg,/opt/Training_data/IMG/right_2021_07_29_09_14_05_655.jpg,-0.125,0,0,7.879403
/opt/Training_data/IMG/center_2021_07_29_09_14_05_731.jpg,/opt/Training_data/IMG/left_2021_07_29_09_14_05_731.jpg,/opt/Training_data/IMG/right_2021_07_29_09_14_05_731.jpg,-0.125,0,0,7.815941
/opt/Training_data/IMG/center_2021_07_29_09_14_05_816.jpg,/opt/Training_data/IMG/left_2021_07_29_09_14_05_816.jpg,/opt/Training_data/IMG/right_2021_07_29_09_14_05_816.jpg,-0.125,0,0,7.753139
/opt/Training_data/IMG/center_2021_07_29_09_14_05_902.jpg,/opt/Training_data/IMG/left_2021_07_29_09_14_05_902.jpg,/opt/Training_data/IMG/right_2021_07_29_09_14_05_902.jpg,-0.125,0,0,7.675339
/opt/Training_data/IMG/center_2021_07_29_09_14_05_984.jpg,/opt/Training_data/IMG/left_2021_07_29_09_14_05_984.jpg,/opt/Training_data/IMG/right_2021_07_29_09_14_05_984.jpg,-0.125,0,0,7.613661
/opt/Training_data/IMG/center_2021_07_29_09_14_06_064.jpg,/opt/Training_data/IMG/left_2021_07_29_09_14_06_064.jpg,/opt/Training_data/IMG/right_2021_07_29_09_14_06_064.jpg,-0.125,0,0,7.552478
/opt/Training_data/IMG/center_2021_07_29_09_14_06_144.jpg,/opt/Training_data/IMG/left_2021_07_29_09_14_06_144.jpg,/opt/Training_data/IMG/right_2021_07_29_09_14_06_144.jpg,-0.125,0,0,7.491789
/opt/Training_data/IMG/center_2021_07_29_09_14_06_224.jpg,/opt/Training_data/IMG/left_2021_07_29_09_14_06_224.jpg,/opt/Training_data/IMG/right_2021_07_29_09_14_06_224.jpg,-0.125,0,0,7.431589
/opt/Training_data/IMG/center_2021_07_29_09_14_06_301.jpg,/opt/Training_data/IMG/left_2021_07_29_09_14_06_301.jpg,/opt/Training_data/IMG/right_2021_07_29_09_14_06_301.jpg,-0.11875,0,0,7.371991
